-0.2346,-0.25916,-0.93691
-0.57382,-0.57845,-0.57976
-0.087348,-0.69012,-0.71841
0.38759,-0.64377,-0.65979
-0.71682,-0.090304,-0.69139
0.28481,-0.219,-0.93323
0.74011,-0.25743,-0.62127
-0.66815,0.38149,-0.63879
-0.27311,0.25104,-0.92865
0.18871,0.26109,-0.94669
0.63981,0.2526,-0.72583
-0.20879,0.68854,-0.69449
0.30188,0.69517,-0.65239
-0.25267,-0.93834,-0.23596
-0.68466,-0.72214,-0.09872
0.25686,-0.92802,-0.26983
0.69612,-0.68887,-0.2022
-0.93521,-0.23289,-0.26673
0.95383,-0.27943,-0.11012
-0.93555,0.28394,-0.21008
0.93572,0.17882,-0.30404
-0.62011,0.7399,-0.26078
-0.10506,0.95229,-0.28654
0.33372,0.93373,-0.12955
0.72293,0.63295,-0.27702
-0.64267,-0.66634,0.37811
-0.2156,-0.93396,0.28502
0.26537,-0.94504,0.191
0.69241,-0.65555,0.30136
-0.93037,-0.28072,0.2358
0.93321,-0.141,0.33052
-0.94531,0.18303,0.26998
0.93563,0.31578,0.15773
-0.72531,0.63962,0.25457
-0.30587,0.93673,0.17025
0.15506,0.93592,0.31626
0.65087,0.70976,0.26947
-0.2689,-0.61279,0.74309
0.24525,-0.72476,0.64387
-0.69968,-0.20457,0.68454
-0.2892,-0.094775,0.95256
0.16087,-0.29839,0.94079
0.62543,-0.28674,0.72568
-0.64108,0.31375,0.70041
-0.11218,0.3391,0.93404
0.3296,0.15106,0.93196
0.72012,0.2617,0.64261
-0.26717,0.72806,0.63131
0.28682,0.6446,0.70868
