0.019408,0.011982,-0.99974
-0.58149,-0.57375,-0.57678
0.065597,-0.71195,-0.69916
0.68195,-0.51245,-0.52187
-0.70628,0.072592,-0.7042
0.74641,0.23885,-0.62114
-0.51361,0.68464,-0.51717
0.23755,0.74518,-0.62312
0.013,-0.99969,0.021229
-0.70426,-0.70659,0.068882
0.7438,-0.62699,0.23161
-0.99982,0.011667,0.015054
0.99995,0.0040762,0.0086964
-0.62727,0.74288,0.23378
0.0051214,0.99995,0.0088851
0.70429,0.70449,0.087532
-0.51476,-0.51789,0.68323
0.2364,-0.62311,0.74555
-0.6257,0.23311,0.74442
0.0076815,0.0088332,0.99993
0.70378,0.082606,0.7056
0.081412,0.70353,0.70599
