0.050766,0.011138,-0.99865
0.37363,-0.15033,-0.91531
-0.051865,0.40072,-0.91473
-0.18914,-0.57513,-0.7959
0.17244,-0.71258,-0.68007
-0.51081,-0.4331,-0.74263
-0.22436,-0.24999,-0.9419
0.11655,-0.37921,-0.91794
0.45396,-0.48761,-0.74576
-0.77088,-0.13038,-0.6235
-0.50834,-0.085904,-0.85686
0.68635,-0.21477,-0.69483
-0.63093,0.22121,-0.74363
-0.28073,0.14921,-0.94812
0.30733,0.24854,-0.91857
0.59172,0.10686,-0.79903
-0.40932,0.49321,-0.7676
-0.12622,0.72058,-0.68179
0.24227,0.58714,-0.77238
0.55757,0.45244,-0.696
-0.47482,-0.71051,-0.51935
-0.13859,-0.81575,-0.56155
0.090204,-0.9352,-0.34244
0.44483,-0.77155,-0.45479
-0.75419,-0.46584,-0.4628
0.73579,-0.49365,-0.4636
-0.93522,-0.16803,-0.31165
0.90162,-0.14366,-0.40797
-0.87233,0.17523,-0.45644
0.81119,0.1693,-0.55974
-0.71988,0.48628,-0.49529
0.77781,0.50132,-0.37907
-0.42022,0.7692,-0.4814
-0.08888,0.93048,-0.3554
0.17363,0.83432,-0.52322
0.49939,0.72475,-0.47472
-0.055809,-0.99843,0.0037277
0.34676,-0.93156,-0.10933
-0.63638,-0.74976,-0.18133
-0.30003,-0.91979,-0.2529
0.6713,-0.71919,-0.17926
-0.88051,-0.46063,-0.11192
0.89678,-0.41938,-0.14108
-0.99318,-0.10444,0.051905
0.99391,-0.091705,-0.061106
-0.97251,0.19126,-0.13282
0.95174,0.20561,-0.22786
-0.66748,0.70804,-0.23055
0.87847,0.4775,-0.016884
-0.37886,0.91787,-0.11826
-0.023368,0.9995,-0.021167
0.29652,0.93426,-0.19806
0.61139,0.78188,-0.12197
-0.18704,-0.91209,0.36485
-0.71687,-0.67465,0.1759
-0.42353,-0.90071,0.096713
0.19664,-0.94848,0.24844
0.54,-0.82065,0.18689
-0.89174,-0.38578,0.2366
0.8087,-0.57227,0.13605
-0.90371,-0.095206,0.41743
0.93836,-0.24761,0.24118
-0.94495,0.23875,0.22378
0.97295,0.16119,0.1655
-0.84676,0.53197,0.0038057
0.71304,0.67347,0.19497
-0.60043,0.78726,0.14039
-0.25795,0.92988,0.26227
0.1026,0.95198,0.28845
0.41689,0.88776,0.19515
-0.49534,-0.74056,0.45411
-0.22748,-0.68299,0.6941
0.077071,-0.8269,0.55705
0.3912,-0.74385,0.5419
-0.72552,-0.45241,0.51859
0.67148,-0.58755,0.45154
0.78473,-0.28508,0.55039
-0.65869,-0.11113,0.74416
0.8551,0.053776,0.51567
-0.79847,0.19533,0.56947
0.83023,0.39385,0.39446
-0.77446,0.52271,0.35634
-0.60071,0.47609,0.64225
0.58018,0.62622,0.52082
-0.46126,0.74742,0.47812
-0.096876,0.80158,0.58999
0.2695,0.77965,0.56526
-0.47028,-0.43529,0.7677
-0.11404,-0.38901,0.91415
0.16619,-0.56335,0.80933
0.50709,-0.42373,0.75055
-0.345,-0.091084,0.93417
0.00097005,-0.058519,0.99829
0.28232,-0.2171,0.93443
0.57458,-0.04929,0.81697
-0.49289,0.2104,0.84427
-0.12466,0.25787,0.9581
0.26771,0.19585,0.94339
0.63355,0.26757,0.72596
-0.29425,0.53967,0.78878
0.057547,0.54579,0.83595
0.39387,0.48606,0.78014
