-0.22478,-0.32865,-0.91731
0.24758,-0.071207,-0.96625
-0.1832,0.12214,-0.97546
0.18887,0.39141,-0.90063
-0.46556,-0.61985,-0.63169
-0.043484,-0.77148,-0.63477
0.21271,-0.49481,-0.84257
0.45993,-0.71424,-0.52756
-0.68662,-0.23607,-0.68763
0.67636,-0.29844,-0.6734
-0.5679,0.18327,-0.80244
0.63341,0.1356,-0.76185
-0.61671,0.60673,-0.50154
-0.24674,0.58344,-0.77377
0.1284,0.78929,-0.60045
0.52712,0.53176,-0.66285
-0.32525,-0.90895,-0.2608
0.13075,-0.96982,-0.20581
-0.75184,-0.5949,-0.28431
0.55619,-0.82233,-0.12009
-0.93447,-0.23254,-0.26963
0.84045,-0.46869,-0.27198
-0.86933,0.18842,-0.4569
0.93567,0.0065116,-0.35282
-0.58994,0.80608,-0.046968
0.49862,0.80301,-0.32642
0.82089,0.46632,-0.32968
-0.25019,0.89871,-0.36018
0.17691,0.97785,-0.11187
-0.15396,-0.97035,0.18633
0.31371,-0.91181,0.26492
-0.60608,-0.79044,0.088778
0.7603,-0.61875,0.19769
-0.90636,-0.37632,0.19208
0.81238,-0.30822,0.49501
0.98523,-0.1488,0.084731
-0.99582,0.090062,0.015359
-0.88545,0.069048,0.45957
0.93809,0.33797,0.07593
-0.83781,0.49881,0.22194
0.63772,0.76762,0.063795
-0.18198,0.97329,0.13999
0.26094,0.89493,0.36195
-0.49007,-0.71645,0.49651
-0.27631,-0.50004,0.82074
0.028463,-0.77789,0.62776
0.47956,-0.614,0.62692
-0.70771,-0.32401,0.62783
0.54863,-0.14749,0.82295
-0.57974,0.10916,0.80746
0.55346,0.29692,0.77815
0.85778,0.14921,0.49189
-0.60213,0.50982,0.61443
-0.17682,0.78944,0.58781
0.21566,0.61545,0.7581
0.64859,0.60569,0.46095
-0.21325,-0.069127,0.97455
0.16283,-0.37793,0.9114
-0.20608,0.41872,0.88442
0.16945,0.13486,0.97627
