-0.25794,-0.1813,-0.949
-0.57381,-0.57406,-0.58412
0.063689,-0.63643,-0.7687
0.6642,-0.47671,-0.57583
-0.69933,0.096006,-0.70833
0.36401,-0.040343,-0.93052
0.84579,0.077074,-0.52792
-0.53083,0.65756,-0.53464
-0.092847,0.38777,-0.91707
0.54029,0.54683,-0.63958
0.10292,0.81909,-0.56436
-0.24235,-0.94504,-0.21947
-0.7539,-0.65242,0.077298
0.28223,-0.91445,0.29006
0.29797,-0.90052,-0.31668
0.75973,-0.65022,0.0051451
-0.9427,-0.21272,-0.25704
0.98676,-0.15953,-0.029394
-0.92138,0.3652,-0.13298
0.86702,0.49633,-0.044036
-0.60838,0.78886,0.087019
-0.14606,0.98272,-0.11374
0.43616,0.89967,-0.019236
-0.54864,-0.4931,0.67516
-0.26012,-0.89779,0.35541
0.69831,-0.45673,0.55116
-0.9273,-0.074041,0.36694
0.88378,0.12922,0.44971
-0.61474,0.55197,0.56341
0.54606,0.62564,0.55713
-0.032933,0.88666,0.46125
0.14539,-0.59977,0.78685
-0.55801,0.097238,0.82412
-0.10251,-0.14427,0.98421
0.46156,0.038651,0.88627
-0.017329,0.46316,0.8861
