-0.069305,-0.27994,-0.95751
-0.24271,0.11115,-0.96371
-0.021726,0.035172,-0.99915
0.24223,0.015833,-0.97009
0.12573,0.21684,-0.96808
-0.26031,-0.57848,-0.77305
-0.034378,-0.67466,-0.73733
0.19186,-0.58458,-0.78832
-0.47003,-0.43134,-0.77008
-0.24671,-0.38437,-0.8896
-0.034274,-0.50199,-0.86419
0.16878,-0.38078,-0.90913
0.388,-0.44231,-0.80859
-0.60321,-0.24007,-0.76059
-0.40388,-0.23733,-0.88349
-0.22398,-0.12634,-0.96637
0.11466,-0.1609,-0.98029
0.34756,-0.22892,-0.90929
0.55047,-0.26364,-0.79213
-0.60264,0.020335,-0.79776
-0.43146,-0.016153,-0.90199
0.44303,-0.03343,-0.89589
0.61585,-0.02842,-0.78735
-0.61974,0.26526,-0.73862
-0.43225,0.22344,-0.87363
-0.11207,0.27773,-0.9541
0.35863,0.213,-0.90885
0.55593,0.18327,-0.81078
0.67251,0.31568,-0.66938
-0.4627,0.44801,-0.76498
-0.25687,0.42902,-0.866
0.042358,0.41657,-0.90812
0.2627,0.42424,-0.86661
0.47097,0.42358,-0.7738
-0.11165,0.56901,-0.81472
0.11046,0.60183,-0.79095
0.32419,0.61137,-0.7219
-0.23283,-0.74808,-0.62142
0.1683,-0.75721,-0.63112
0.37109,-0.79128,-0.48598
-0.45521,-0.61803,-0.64096
0.38672,-0.63688,-0.66696
-0.64075,-0.4611,-0.61386
0.57075,-0.46982,-0.67344
-0.77194,-0.30642,-0.55697
0.70762,-0.3356,-0.62181
-0.739,-0.1236,-0.66228
0.73673,-0.13215,-0.66315
-0.75938,0.10104,-0.64275
-0.78517,0.28937,-0.54751
0.75227,0.10756,-0.65002
-0.65593,0.46209,-0.59685
0.61518,0.51209,-0.59944
-0.50897,0.62331,-0.59366
-0.31608,0.62743,-0.71163
0.48062,0.67706,-0.55731
-0.10295,0.72896,-0.67677
0.11871,0.7631,-0.63528
0.31998,0.78517,-0.53021
-0.42157,-0.77059,-0.47799
-0.23493,-0.88441,-0.40327
-0.029544,-0.83645,-0.54725
0.17605,-0.88413,-0.43281
0.5203,-0.79779,-0.30466
-0.63396,-0.627,-0.45274
0.57594,-0.62406,-0.52805
-0.78239,-0.49033,-0.38399
0.7745,-0.46771,-0.42591
-0.88908,-0.27042,-0.36933
0.84563,-0.24185,-0.47583
-0.86861,-0.069067,-0.49067
0.8754,-0.0044112,-0.48337
-0.90581,0.20841,-0.36888
0.83674,0.24654,-0.48896
-0.79847,0.4577,-0.39109
0.77051,0.4461,-0.45531
-0.65311,0.63955,-0.4055
0.63449,0.65828,-0.40508
-0.47744,0.78814,-0.38843
-0.309,0.78329,-0.53942
-0.071239,0.86259,-0.50086
0.16947,0.88661,-0.43036
0.43227,0.8332,-0.34484
-0.039524,-0.93839,-0.34331
-0.56766,-0.7618,-0.31213
-0.37982,-0.88972,-0.25325
-0.15378,-0.97691,-0.14829
0.11361,-0.97094,-0.21062
0.34199,-0.90671,-0.24682
0.65913,-0.74179,-0.12367
-0.75069,-0.63676,-0.17607
0.6742,-0.65143,-0.34798
0.79778,-0.57137,-0.19259
-0.87446,-0.45079,-0.17918
0.89792,-0.4357,-0.062468
-0.95607,-0.22952,-0.18233
0.89957,-0.34175,-0.27198
-0.95514,-0.019383,-0.29552
0.94875,-0.10694,-0.2974
-0.97877,0.14356,-0.14628
0.93999,0.14907,-0.30691
-0.90543,0.37485,-0.19921
0.89195,0.37057,-0.25906
-0.77746,0.59443,-0.20545
0.78155,0.57262,-0.24754
-0.61801,0.76364,-0.18686
-0.41885,0.88924,-0.1839
-0.23779,0.90405,-0.35519
0.24437,0.94452,-0.21946
0.43627,0.89325,-0.10847
0.61174,0.75871,-0.22389
0.0045699,0.95327,-0.30209
-0.35964,-0.93279,-0.02376
0.016349,-0.99984,0.0074692
0.26091,-0.96457,-0.039147
-0.58119,-0.80461,-0.12174
-0.53317,-0.84253,0.076621
0.47802,-0.87682,-0.051876
0.62542,-0.77376,0.10067
-0.71864,-0.69214,0.067091
0.7944,-0.60494,0.05456
-0.84981,-0.52509,0.045924
0.93257,-0.33989,0.12156
-0.94479,-0.32741,0.013372
0.97349,-0.20781,-0.095607
-0.99637,-0.068705,-0.050309
0.99396,0.019821,-0.1079
-0.9612,0.27553,0.013004
0.96804,0.23774,-0.079804
-0.86746,0.4975,0.0014847
0.88737,0.45954,-0.037269
-0.73266,0.6797,0.034874
0.75997,0.64915,-0.032373
-0.56487,0.82466,0.029295
-0.34888,0.93703,0.015889
-0.1045,0.99308,0.053562
0.46602,0.87049,0.15834
0.60619,0.79526,-0.0092219
-0.17735,0.972,-0.15414
0.069665,0.99473,-0.075186
0.2912,0.95547,0.047715
-0.01493,-0.96676,0.25524
-0.59403,-0.76013,0.26329
-0.37019,-0.90026,0.22909
-0.1866,-0.97426,0.12651
0.20698,-0.96535,0.15892
0.41281,-0.89305,0.17902
0.55663,-0.76585,0.32192
-0.77703,-0.57117,0.26457
0.8262,-0.49185,0.27473
-0.90373,-0.36127,0.22968
